card1,count,mean
9306,168,0.005952380952380952
1955,168,0.0
5458,167,0.1377245508982036
18095,166,0.0
1874,166,0.0
2020,165,0.012121212121212121
6328,165,0.0
5645,165,0.06060606060606061
14229,164,0.012195121951219513
3508,162,0.018518518518518517
10369,162,0.3395061728395062
13906,162,0.024691358024691357
11942,161,0.006211180124223602
5711,161,0.0
2695,158,0.012658227848101266
7224,158,0.0
2893,158,0.15822784810126583
15146,157,0.2229299363057325
6968,157,0.0
10027,156,0.0
15125,156,0.0
12883,156,0.057692307692307696
15007,155,0.05806451612903226
5009,155,0.33548387096774196
14661,155,0.0
7744,155,0.16774193548387098
7063,155,0.03225806451612903
11727,154,0.032467532467532464
5986,153,0.0
14902,153,0.0196078431372549
9082,152,0.23026315789473684
15406,152,0.013157894736842105
6963,152,0.006578947368421052
8732,152,0.05263157894736842
12556,151,0.006622516556291391
2255,151,0.019867549668874173
14410,150,0.0
6892,149,0.013422818791946308
8700,148,0.0
7483,148,0.0
16521,146,0.00684931506849315
6598,146,0.03424657534246575
7234,146,0.0
1767,146,0.0
3326,145,0.04827586206896552
1310,145,0.0
17361,144,0.0
11454,143,0.013986013986013986
12219,143,0.006993006993006993
3651,143,0.0
3670,142,0.0
13120,142,0.0
18238,142,0.0
9680,142,0.0
3553,141,0.014184397163120567
12211,141,0.014184397163120567
10493,140,0.014285714285714285
10509,139,0.0
7794,139,0.17266187050359713
8556,139,0.0
6062,139,0.02158273381294964
3148,138,0.036231884057971016
7166,138,0.007246376811594203
12783,138,0.007246376811594203
4310,138,0.0
11027,137,0.058394160583941604
1642,137,0.0
14084,137,0.0072992700729927005
7099,137,0.1678832116788321
15372,136,0.0
1311,135,0.0
8378,135,0.0
8109,135,0.022222222222222223
16865,134,0.007462686567164179
7987,134,0.007462686567164179
12498,134,0.20149253731343283
3702,133,0.3458646616541353
1607,133,0.007518796992481203
12778,133,0.15789473684210525
16691,132,0.007575757575757576
4937,132,0.0
13374,132,0.015151515151515152
2489,132,0.0
14766,131,0.022900763358778626
1595,130,0.007692307692307693
10594,130,0.038461538461538464
7703,130,0.0
13810,130,0.0
8335,129,0.0
3891,129,0.10852713178294573
10104,129,0.015503875968992248
16297,129,0.06201550387596899
17759,128,0.0078125
17872,128,0.0390625
16657,128,0.0546875
1701,128,0.0
12583,127,0.14173228346456693
13626,127,0.023622047244094488
17043,127,0.0
2542,127,0.0
6896,127,0.0
16566,126,0.015873015873015872
3507,126,0.25396825396825395
18269,126,0.0
17489,126,0.0
12063,126,0.0
14092,126,0.0
5951,125,0.0
13497,125,0.0
1431,125,0.008
8830,124,0.06451612903225806
15847,124,0.0
17223,124,0.016129032258064516
9891,124,0.03225806451612903
16437,124,0.0
4053,124,0.0
8139,123,0.07317073170731707
15280,123,0.0
12873,123,0.0
1030,123,0.008130081300813009
17523,123,0.04878048780487805
12449,123,0.0
14170,123,0.0
1222,122,0.0
18103,122,0.0
17373,122,0.1557377049180328
6517,122,0.0
15528,122,0.0
9098,122,0.05737704918032787
2689,122,0.0
4472,121,0.01652892561983471
3643,121,0.5206611570247934
17442,121,0.1652892561983471
3611,121,0.24793388429752067
17147,121,0.2231404958677686
5964,121,0.03305785123966942
12396,120,0.0
14634,120,0.008333333333333333
17396,120,0.05
4527,119,0.0
13324,118,0.0
12766,118,0.0
14795,117,0.017094017094017096
10948,117,0.0
18250,117,0.09401709401709402
11282,117,0.017094017094017096
18036,117,0.0
5376,116,0.05172413793103448
1682,116,0.017241379310344827
13991,115,0.0
3898,115,0.0
14153,115,0.017391304347826087
16979,115,0.0
14813,114,0.008771929824561403
17832,114,0.02631578947368421
15142,114,0.03508771929824561
4387,114,0.008771929824561403
15093,114,0.008771929824561403
5713,114,0.07894736842105263
11728,113,0.017699115044247787
8333,112,0.0
5879,112,0.017857142857142856
15128,112,0.0
13462,112,0.0
9786,111,0.0
13076,111,0.0
8452,111,0.0
8469,111,0.0
9678,111,0.0
14509,111,0.09009009009009009
10370,111,0.036036036036036036
13260,111,0.0
10930,111,0.0
5653,111,0.009009009009009009
6590,111,0.009009009009009009
12318,111,0.009009009009009009
3801,110,0.09090909090909091
7239,110,0.0
5567,110,0.03636363636363636
6630,110,0.02727272727272727
11279,110,0.1
11636,109,0.0
2333,109,0.0
9708,109,0.01834862385321101
14839,109,0.0
2903,108,0.018518518518518517
2115,108,0.009259259259259259
3090,108,0.0
16582,108,0.027777777777777776
14260,107,0.08411214953271028
5985,107,0.0
2845,107,0.0
11641,107,0.0
5691,106,0.1509433962264151
2965,106,0.0
18054,106,0.04716981132075472
4329,106,0.24528301886792453
16187,106,0.0
8965,106,0.018867924528301886
12668,105,0.13333333333333333
8765,105,0.0
10613,105,0.01904761904761905
5173,105,0.01904761904761905
15186,105,0.009523809523809525
10113,105,0.0
2971,104,0.0
1807,104,0.0
8736,104,0.0
12641,104,0.0
5613,104,0.019230769230769232
10972,104,0.009615384615384616
3574,104,0.009615384615384616
15511,104,0.019230769230769232
18215,103,0.038834951456310676
5355,102,0.058823529411764705
2300,102,0.0
8880,102,0.0
9370,102,0.0784313725490196
8009,102,0.0
8404,102,0.19607843137254902
7135,101,0.04950495049504951
14573,101,0.0
3335,101,0.0297029702970297
2560,101,0.019801980198019802
5466,101,0.0
5734,101,0.0
10652,101,0.0
17999,101,0.48514851485148514
10045,101,0.009900990099009901
14098,100,0.03
18300,100,0.0
2595,100,0.0
3366,99,0.0
17249,99,0.010101010101010102
15856,99,0.0
6585,99,0.0
13155,99,0.0
7255,98,0.09183673469387756
10024,98,0.07142857142857142
16927,98,0.5612244897959183
11306,98,0.0
4490,98,0.01020408163265306
4999,97,0.020618556701030927
12557,97,0.09278350515463918
8953,97,0.0
8024,97,0.0
10847,97,0.0
9515,96,0.010416666666666666
18081,96,0.0625
9363,96,0.010416666666666666
5465,96,0.0
13095,95,0.010526315789473684
12065,95,0.021052631578947368
9653,95,0.0
4685,95,0.0
17492,95,0.0
14849,95,0.0
12067,95,0.0
15224,94,0.0
11159,94,0.0
13050,94,0.0
16315,94,0.0
8766,94,0.010638297872340425
13295,93,0.0
2457,93,0.0
16994,93,0.0
17649,92,0.11956521739130435
1632,92,0.010869565217391304
16770,92,0.021739130434782608
5628,92,0.0
10011,92,0.43478260869565216
17669,92,0.0
13979,92,0.11956521739130435
12925,92,0.010869565217391304
1275,91,0.0
14135,91,0.0
4074,91,0.0
8436,91,0.01098901098901099
1407,91,0.03296703296703297
1741,91,0.02197802197802198
2721,90,0.0
2445,90,0.0
13241,90,0.0
10019,90,0.011111111111111112
9354,90,0.0
3331,90,0.0
6721,89,0.0
16046,89,0.0
1388,89,0.056179775280898875
8225,89,0.06741573033707865
2318,89,0.02247191011235955
17466,89,0.0
5272,88,0.0
7648,88,0.22727272727272727
10825,88,0.011363636363636364
3283,88,0.045454545454545456
2920,88,0.0
1393,87,0.0
8317,87,0.0
6276,87,0.0
8505,87,0.05747126436781609
11145,87,0.0
7155,87,0.011494252873563218
2781,87,0.011494252873563218
13484,87,0.1839080459770115
2270,86,0.0
17939,86,0.0
8397,86,0.08139534883720931
17336,86,0.05813953488372093
7279,86,0.046511627906976744
17265,85,0.011764705882352941
9785,85,0.0
6952,85,0.011764705882352941
6432,85,0.0
17482,85,0.0
2835,85,0.09411764705882353
1738,85,0.0
15021,84,0.0
7379,84,0.0
12758,84,0.011904761904761904
8315,84,0.0
17335,84,0.0
8701,84,0.03571428571428571
4475,84,0.023809523809523808
4211,84,0.0
13089,84,0.0
2773,84,0.0
11199,84,0.03571428571428571
9206,84,0.0
12805,83,0.0
13220,83,0.04819277108433735
6755,83,0.024096385542168676
9808,83,0.012048192771084338
17284,83,0.1686746987951807
11893,83,0.012048192771084338
17760,83,0.012048192771084338
16717,83,0.0
13813,83,0.0
6204,82,0.0
1532,82,0.0
10142,82,0.0
8522,82,0.0
5943,82,0.36585365853658536
9787,82,0.0
15562,82,0.0
5663,82,0.13414634146341464
16393,82,0.24390243902439024
3698,82,0.2804878048780488
2947,82,0.04878048780487805
6899,82,0.0
17363,82,0.024390243902439025
10210,81,0.012345679012345678
10065,81,0.012345679012345678
12322,81,0.0
14066,81,0.0
18334,81,0.0
9065,81,0.037037037037037035
17122,81,0.012345679012345678
4523,81,0.0
6525,81,0.04938271604938271
16752,80,0.0
9443,80,0.0125
18211,80,0.0
9249,80,0.0
16053,80,0.0125
5222,79,0.10126582278481013
7505,79,0.0
10054,79,0.5569620253164557
11388,79,0.0379746835443038
7999,79,0.012658227848101266
5454,79,0.05063291139240506
14998,79,0.02531645569620253
1206,79,0.0
1722,79,0.06329113924050633
10726,79,0.012658227848101266
2722,79,0.0
8218,78,0.0
9642,78,0.28205128205128205
8907,78,0.0
15397,78,0.0
9705,78,0.0
5051,78,0.14102564102564102
10672,78,0.0
9450,78,0.0
12208,78,0.0
5829,78,0.01282051282051282
16916,77,0.0
13111,77,0.06493506493506493
11401,77,0.0
10267,77,0.0
9689,77,0.0
8131,77,0.012987012987012988
1137,77,0.0
7442,77,0.012987012987012988
12293,77,0.0
1545,77,0.0
14610,77,0.012987012987012988
2794,76,0.0
7170,76,0.02631578947368421
12789,76,0.013157894736842105
11408,76,0.039473684210526314
1749,76,0.0
2361,76,0.0
17085,76,0.0
4988,75,0.013333333333333334
6341,75,0.05333333333333334
1839,75,0.0
13136,75,0.0
10409,75,0.0
4530,75,0.0
6554,75,0.013333333333333334
5048,75,0.0
9692,75,0.0
13455,75,0.0
4703,75,0.0
9959,75,0.0
3316,75,0.0
17150,75,0.0
16998,74,0.0945945945945946
5699,74,0.013513513513513514
7292,74,0.0
6729,74,0.0
14926,74,0.0
5957,74,0.013513513513513514
1171,74,0.013513513513513514
11511,74,0.0
14076,74,0.2702702702702703
16040,74,0.0
5571,74,0.0
1409,74,0.02702702702702703
4911,74,0.10810810810810811
2044,74,0.0
13883,74,0.0
14608,73,0.0136986301369863
7076,73,0.0
5958,73,0.0
11830,73,0.2465753424657534
5097,73,0.0410958904109589
11556,73,0.0
3070,73,0.0821917808219178
1487,72,0.08333333333333333
10750,72,0.041666666666666664
5295,72,0.0
6573,72,0.0
6773,72,0.06944444444444445
17409,72,0.027777777777777776
4908,72,0.0
1877,72,0.0
10175,72,0.625
16666,71,0.0
11333,71,0.0
17727,71,0.0
4097,71,0.0
11546,71,0.0
8493,71,0.0
3822,71,0.0
2692,71,0.0
1770,71,0.0
11852,71,0.014084507042253521
7698,70,0.014285714285714285
4167,70,0.0
15998,70,0.0
13815,70,0.02857142857142857
2847,70,0.0
11516,69,0.028985507246376812
3784,69,0.0
14296,69,0.0
7978,69,0.014492753623188406
15687,69,0.043478260869565216
2071,69,0.0
2746,69,0.0
3865,69,0.0
7288,68,0.0
17491,68,0.0
2419,68,0.0
4186,68,0.0
3492,68,0.0
13346,68,0.058823529411764705
10165,68,0.029411764705882353
17304,68,0.014705882352941176
13674,68,0.0
15286,68,0.0
8159,68,0.0
7438,68,0.04411764705882353
9513,68,0.0
16849,68,0.014705882352941176
5840,68,0.0
6872,67,0.014925373134328358
10645,67,0.0
1661,67,0.0
13045,67,0.0
8251,67,0.13432835820895522
10770,67,0.029850746268656716
7324,67,0.0
11738,67,0.0
14574,67,0.0
6108,67,0.0
15300,67,0.0
8842,67,0.0
5047,67,0.0
7336,67,0.0
17262,66,0.0
6900,66,0.0
14186,66,0.0
13176,66,0.0
3754,66,0.015151515151515152
7225,66,0.0
7894,66,0.0
5729,66,0.0
7037,66,0.0
3191,66,0.0
3093,66,0.0
10349,66,0.0
7034,66,0.0
7164,66,0.0
4467,66,0.06060606060606061
15398,66,0.0
14184,66,0.0
12321,66,0.0
16751,65,0.0
6209,65,0.03076923076923077
16274,65,0.0
15845,65,0.0
18178,65,0.0
16562,65,0.0
2437,65,0.0
3084,65,0.0
10736,65,0.38461538461538464
6068,65,0.03076923076923077
17197,65,0.06153846153846154
13469,65,0.0
2807,65,0.015384615384615385
7177,64,0.375
17487,64,0.0
16498,64,0.0
11538,64,0.03125
4854,64,0.015625
12526,64,0.0
2898,64,0.015625
18390,64,0.0
15416,64,0.0
3479,64,0.0
5714,64,0.046875
11453,64,0.0
6128,63,0.031746031746031744
8088,63,0.0
4100,63,0.031746031746031744
1555,63,0.0
16341,63,0.015873015873015872
12850,63,0.0
4609,63,0.015873015873015872
9635,63,0.38095238095238093
2569,63,0.015873015873015872
16709,63,0.0
9909,63,0.0
5061,63,0.015873015873015872
7377,63,0.0
5262,62,0.016129032258064516
17108,62,0.0
14392,62,0.0
11868,62,0.0
15521,62,0.0
1954,62,0.0
3716,62,0.0
6051,62,0.0
2917,62,0.04838709677419355
5885,62,0.0
7969,62,0.0
11810,62,0.0
16655,61,0.01639344262295082
2022,61,0.0
7971,61,0.0
9596,61,0.03278688524590164
5220,61,0.0
16672,61,0.0
17926,61,0.0
11927,61,0.0
16473,61,0.0
8684,61,0.0
8937,60,0.03333333333333333
16578,60,0.15
10655,60,0.0
11905,60,0.0
15898,60,0.0
12364,60,0.0
2063,60,0.0
3514,60,0.0
6081,60,0.0
15981,60,0.03333333333333333
8359,60,0.016666666666666666
8003,60,0.0
2994,59,0.01694915254237288
11467,59,0.0847457627118644
11151,59,0.03389830508474576
1129,59,0.4745762711864407
11167,59,0.3220338983050847
15265,59,0.06779661016949153
13676,59,0.0
6470,59,0.0
6187,59,0.0
4900,59,0.03389830508474576
3771,59,0.0
1859,59,0.0
7262,59,0.0
10049,59,0.0
11972,59,0.03389830508474576
5089,59,0.0
7911,59,0.0
13786,58,0.017241379310344827
6615,58,0.0
14181,58,0.0
8106,58,0.0
13073,58,0.017241379310344827
5147,58,0.0
9022,58,0.017241379310344827
12648,58,0.0
12928,58,0.1896551724137931
4976,58,0.0
13085,58,0.0
16000,58,0.017241379310344827
6141,58,0.05172413793103448
8347,58,0.034482758620689655
2683,58,0.0
6459,58,0.0
8474,57,0.0
13615,57,0.0
13335,57,0.3333333333333333
17295,57,0.10526315789473684
9387,57,0.2631578947368421
2356,57,0.0
10741,57,0.0
18306,57,0.017543859649122806
3717,57,0.0
7709,57,0.03508771929824561
8987,57,0.0
18039,57,0.0
6739,57,0.017543859649122806
4451,57,0.0
1720,57,0.0
9456,57,0.0
10975,57,0.0
16003,56,0.07142857142857142
7690,56,0.03571428571428571
11121,56,0.0
9032,56,0.0
6921,56,0.0
9166,56,0.0
17910,56,0.0
11596,56,0.0
4174,56,0.0
14332,56,0.0
5372,56,0.017857142857142856
17175,56,0.0
9549,56,0.017857142857142856
7307,56,0.0
2074,56,0.0
11555,56,0.125
4115,56,0.0
10047,56,0.08928571428571429
17000,55,0.0
13488,55,0.0
6691,55,0.0
8671,55,0.0
9072,55,0.0
2795,55,0.01818181818181818
12213,55,0.0
17995,55,0.0
7875,55,0.0
10179,55,0.0
3679,55,0.0
