card2,count,mean
311.0,289,0.28027681660899656
477.0,289,0.010380622837370242
231.0,289,0.05536332179930796
210.0,288,0.010416666666666666
341.0,285,0.19298245614035087
400.0,282,0.01773049645390071
371.0,280,0.017857142857142856
355.0,279,0.014336917562724014
141.0,279,0.23655913978494625
308.0,277,0.06498194945848375
527.0,275,0.007272727272727273
533.0,270,0.003703703703703704
348.0,270,0.018518518518518517
112.0,269,0.0
551.0,268,0.0
373.0,265,0.0037735849056603774
160.0,264,0.08333333333333333
537.0,263,0.06844106463878327
106.0,262,0.0
534.0,261,0.011494252873563218
566.0,261,0.034482758620689655
224.0,259,0.03861003861003861
491.0,258,0.10465116279069768
198.0,257,0.01556420233463035
501.0,257,0.03501945525291829
277.0,254,0.0984251968503937
265.0,252,0.027777777777777776
295.0,246,0.02032520325203252
433.0,245,0.0
560.0,243,0.024691358024691357
133.0,243,0.0
146.0,243,0.0
547.0,243,0.053497942386831275
374.0,240,0.004166666666666667
523.0,235,0.00851063829787234
315.0,235,0.02553191489361702
424.0,234,0.0
339.0,233,0.0
119.0,231,0.06926406926406926
208.0,229,0.0
504.0,228,0.0043859649122807015
405.0,228,0.40350877192982454
468.0,227,0.0
214.0,225,0.0044444444444444444
237.0,225,0.0044444444444444444
222.0,220,0.0
475.0,219,0.0319634703196347
197.0,219,0.0091324200913242
286.0,215,0.0
437.0,215,0.004651162790697674
594.0,212,0.06132075471698113
370.0,211,0.0
356.0,211,0.0
144.0,210,0.009523809523809525
168.0,210,0.09523809523809523
596.0,209,0.0
589.0,208,0.0
178.0,208,0.014423076923076924
530.0,206,0.014563106796116505
299.0,205,0.05365853658536585
218.0,204,0.024509803921568627
284.0,202,0.07920792079207921
575.0,199,0.010050251256281407
290.0,199,0.0
525.0,198,0.010101010101010102
359.0,197,0.02030456852791878
115.0,195,0.005128205128205128
273.0,195,0.15384615384615385
600.0,194,0.015463917525773196
172.0,194,0.010309278350515464
278.0,191,0.0
243.0,190,0.0
426.0,187,0.016042780748663103
227.0,186,0.0
118.0,185,0.043243243243243246
484.0,185,0.016216216216216217
307.0,182,0.0989010989010989
260.0,182,0.0
542.0,182,0.02197802197802198
259.0,180,0.0
410.0,178,0.016853932584269662
240.0,178,0.0
252.0,177,0.005649717514124294
467.0,175,0.005714285714285714
305.0,175,0.0
228.0,173,0.05202312138728324
485.0,172,0.0
171.0,172,0.0
337.0,171,0.0
248.0,171,0.0
482.0,168,0.3273809523809524
438.0,165,0.006060606060606061
201.0,164,0.0
570.0,162,0.006172839506172839
588.0,162,0.018518518518518517
301.0,162,0.037037037037037035
499.0,161,0.0
441.0,160,0.0125
220.0,160,0.0
439.0,159,0.06289308176100629
159.0,159,0.03773584905660377
154.0,158,0.05063291139240506
351.0,158,0.006329113924050633
238.0,157,0.17834394904458598
444.0,157,0.025477707006369428
101.0,156,0.0
294.0,156,0.00641025641025641
241.0,154,0.0
336.0,153,0.026143790849673203
229.0,153,0.0
435.0,149,0.006711409395973154
384.0,149,0.053691275167785234
138.0,149,0.013422818791946308
234.0,149,0.0
461.0,148,0.0
180.0,147,0.013605442176870748
463.0,146,0.1780821917808219
544.0,146,0.0547945205479452
364.0,146,0.0136986301369863
157.0,145,0.013793103448275862
257.0,143,0.006993006993006993
502.0,142,0.04929577464788732
330.0,142,0.0
458.0,141,0.0
516.0,141,0.0
376.0,141,0.0
193.0,140,0.0
145.0,139,0.007194244604316547
221.0,139,0.04316546762589928
535.0,137,0.0
274.0,133,0.03007518796992481
190.0,132,0.0
246.0,131,0.15267175572519084
249.0,131,0.015267175572519083
524.0,130,0.0
126.0,129,0.0
430.0,127,0.0
429.0,126,0.007936507936507936
287.0,126,0.0
509.0,126,0.0
456.0,125,0.0
217.0,124,0.0
183.0,122,0.0
151.0,122,0.0
267.0,122,0.02459016393442623
497.0,121,0.01652892561983471
486.0,121,0.0
409.0,121,0.01652892561983471
291.0,121,0.0
131.0,120,0.016666666666666666
288.0,120,0.0
365.0,120,0.008333333333333333
354.0,118,0.09322033898305085
289.0,118,0.4067796610169492
402.0,118,0.0
515.0,117,0.10256410256410256
540.0,117,0.0
165.0,116,0.008620689655172414
471.0,115,0.0
366.0,114,0.008771929824561403
281.0,114,0.0
443.0,113,0.05309734513274336
457.0,113,0.0
279.0,113,0.17699115044247787
580.0,113,0.0
164.0,113,0.017699115044247787
382.0,113,0.02654867256637168
123.0,111,0.09009009009009009
392.0,110,0.00909090909090909
436.0,110,0.00909090909090909
412.0,109,0.0
116.0,109,0.01834862385321101
406.0,109,0.009174311926605505
378.0,108,0.0
415.0,108,0.009259259259259259
195.0,108,0.0
379.0,107,0.018691588785046728
189.0,106,0.0
245.0,106,0.018867924528301886
128.0,105,0.02857142857142857
232.0,104,0.009615384615384616
353.0,104,0.009615384615384616
169.0,104,0.009615384615384616
469.0,103,0.0
413.0,103,0.019417475728155338
316.0,102,0.00980392156862745
156.0,102,0.19607843137254902
338.0,102,0.00980392156862745
211.0,101,0.19801980198019803
114.0,101,0.009900990099009901
522.0,100,0.0
219.0,100,0.0
505.0,100,0.01
263.0,100,0.0
319.0,100,0.39
233.0,100,0.0
313.0,99,0.0
329.0,98,0.0
285.0,97,0.020618556701030927
173.0,97,0.0
519.0,97,0.0
200.0,97,0.0
235.0,97,0.0
541.0,97,0.010309278350515464
466.0,96,0.0
357.0,96,0.20833333333333334
569.0,96,0.010416666666666666
521.0,96,0.0
427.0,96,0.0
139.0,95,0.0
450.0,95,0.0
179.0,94,0.0
423.0,94,0.0
448.0,94,0.010638297872340425
592.0,94,0.02127659574468085
140.0,94,0.010638297872340425
166.0,93,0.0
349.0,93,0.010752688172043012
487.0,93,0.010752688172043012
207.0,93,0.010752688172043012
590.0,92,0.021739130434782608
306.0,92,0.0
326.0,91,0.0
108.0,91,0.01098901098901099
403.0,90,0.14444444444444443
147.0,90,0.0
421.0,89,0.0
280.0,89,0.0
506.0,89,0.0
493.0,88,0.0
465.0,88,0.0
213.0,88,0.0
344.0,88,0.0
395.0,87,0.022988505747126436
578.0,87,0.011494252873563218
425.0,87,0.0
591.0,87,0.011494252873563218
162.0,86,0.0
597.0,86,0.0
416.0,86,0.011627906976744186
185.0,85,0.047058823529411764
380.0,85,0.047058823529411764
397.0,85,0.0
342.0,85,0.0
187.0,85,0.07058823529411765
577.0,84,0.011904761904761904
538.0,84,0.0
539.0,84,0.0
518.0,83,0.0
109.0,83,0.0
129.0,83,0.0
335.0,83,0.0
323.0,83,0.0
451.0,83,0.0
386.0,83,0.0
511.0,81,0.012345679012345678
175.0,80,0.0
244.0,80,0.0125
309.0,80,0.0
363.0,80,0.0
188.0,80,0.0
292.0,79,0.0
495.0,79,0.012658227848101266
149.0,78,0.0
446.0,78,0.0
483.0,78,0.0
401.0,77,0.0
503.0,77,0.0
546.0,77,0.012987012987012988
347.0,76,0.013157894736842105
150.0,76,0.0
367.0,76,0.039473684210526314
488.0,76,0.05263157894736842
508.0,76,0.0
331.0,76,0.0
587.0,75,0.013333333333333334
262.0,75,0.0
334.0,75,0.013333333333333334
434.0,74,0.0
121.0,73,0.0
261.0,73,0.0
510.0,73,0.0
419.0,71,0.0
573.0,71,0.056338028169014086
283.0,71,0.07042253521126761
255.0,71,0.0
196.0,70,0.0
552.0,70,0.0
598.0,70,0.0
398.0,70,0.05714285714285714
256.0,69,0.014492753623188406
209.0,68,0.029411764705882353
136.0,68,0.0
135.0,68,0.0
132.0,68,0.0
394.0,67,0.0
120.0,66,0.0
352.0,66,0.0
368.0,66,0.015151515151515152
124.0,66,0.0
223.0,64,0.0
192.0,64,0.0
328.0,63,0.0
117.0,62,0.0
137.0,62,0.0
526.0,62,0.0
531.0,62,0.0
358.0,61,0.01639344262295082
163.0,60,0.0
581.0,59,0.01694915254237288
576.0,57,0.017543859649122806
563.0,57,0.0
317.0,57,0.0
389.0,56,0.0
340.0,56,0.07142857142857142
407.0,56,0.30357142857142855
282.0,55,0.0
574.0,55,0.0
212.0,53,0.03773584905660377
362.0,52,0.019230769230769232
312.0,50,0.0
125.0,49,0.10204081632653061
230.0,48,0.0
377.0,46,0.0
182.0,42,0.0
186.0,41,0.024390243902439025
293.0,40,0.0
388.0,39,0.0
447.0,39,0.02564102564102564
153.0,38,0.0
557.0,37,0.0
473.0,18,0.0
582.0,14,0.0
